trial_id, eps_id, agent_type, 0, 600, 1200, 1800, 2400, 3000, 3600, 4200, 4800, 5400, 6000, 6600, 7200, 7800, 8400, 9000, 9600, 10200, 10800, 11400, 12000, 12600, 13200, 13800, 14400, 15000, 15600, 16200, 16800, 17400, 18000, 18600, 19200, 19800, 20400, 21000, 21600, 22200, 22800, 23400, 24000, 24600, 25200, 25800, 26400, 27000, 27600, 28200, 28800, 29400, 30000, 30600, 31200, 31800, 32400, 33000, 33600, 34200, 34800, 35400, 36000, 36600, 37200, 37800, 38400, 39000, 39600, 40200, 40800, 41400, 42000, 42600, 43200, 43800, 44400, 45000, 45600, 46200, 46800, 47400, 48000, 48600, 49200, 49800
0,0,static,33.654239690721624,38.278284313725486,34.68055630936227,35.49308131241082,34.45486571879939,33.43585324232084,32.06640699523052,32.47538720538722,33.29392307692307,30.057142857142853,31.876804347826106,31.342702169625277,31.648315789473678,32.365604113110535,33.64254807692308,29.02229468599035,30.748272506082742,32.70708222811673,30.368753623188425,30.994469273743018,29.252693498452025,31.181950549450562,32.389247311827944,31.086624999999984,30.281390134529165,30.12832499999999,34.953257142857154,33.85757115749524,32.6677969018933,36.63379154078547,40.749943899018234,75.24372727272734,150.80366552119116,141.36053231939158,118.62625827814561,114.9446920492721,107.01492697176238,111.16551219512188,137.81327225130897,107.19357679914071,80.38521422060167,74.67078878177038,111.37784461152874,116.67311867525297,64.41838862559237,80.74618129218904,119.13791262135913,109.23474189675866,88.7017625458996,58.727200000000025,84.27462962962966,170.54149096385552,205.03114331723035,240.97861685214633,250.69234666666688,226.1481610576922,264.31722701149397,259.1573918417796,200.87297480620163,215.18242273180456,208.57857965451052,195.718129432624,185.5113919413919,163.831246031746,170.14726436781592,238.34543247344484,271.73822663723337,314.8626343679027,281.6360684410649,298.9630880121398,314.38895943562596,362.8020368239357,283.1006549118388,274.49859689922465,254.89482415902125,286.93997847919667,305.74728455284543,302.90105442176883,297.02739999999966,358.15316779533464,373.8867842493848,331.5905731922401,184.72370139968893,9.494117647058825
